case_number,date,year,type,country,area,activity,fatal,species,pdf
1975.01.19,19-Jan-1975,1975,Unprovoked,AUSTRALIA,South Australia,Surfing,Y,,1975.01.19-Barrowman.pdf
1975.00.00.b,1975,1975,Unprovoked,BERMUDA,,Spearfishing,N,8' blue shark,1975.00.00.b-Toussaint.pdf
1975.00.00.a,1975,1975,Unprovoked,REUNION,,,Y,,1975.00.00.a-NV-Reunion.pdf
1974.12.10,12-Dec-1974,1974,Unprovoked,AUSTRALIA,Western Australia,,N,,1974.12.10-Allen.pdf
1974.11.01,01-Nov-1974,1974,Unprovoked,USA,Florida,Standing,N,,1974.11.01-Ortwine.pdf
1974.09.28,28-Sep-1974,1974,Unprovoked,USA,California,Surfing,N,"White shark, 5.5 m to 6 m [18' to 20'] ",1974.09.28-Johnston_Collier.pdf
1974.09.14,14-Sep-1974,1974,Unprovoked,USA,California,Hookah diving for abalone,N,"White shark, 4 m to 5 m ",1974.09.14-Holcomb_Collier.pdf
1974.09.07,07-Sep-1974,1974,Unprovoked,ISRAEL,Red Sea,Swimming,N,"Shortfin mako shark, 2.3 m [7.5'] ",1974.09.07-Aharonowich.pdf
1974.09.02.b,02-Sep-1974,1974,Unprovoked,USA,California,Scuba diving (but on surface),N,"White shark, 5 m to 6 m [16.5 to 20'] ",1974.09.02.b-Greenlaw.pdf
1974.09.02.a,02-Sep-1974,1974,Unprovoked,USA,California,Scuba diving (but on surface),N,"White shark, 5 m to 6 m [16.5 to 20'] ",1974.09.02.a.-DaleWebster.pdf
1974.09.01,01-Sep-1974,1974,Sea Disaster,AUSTRALIA,Queensland,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,N,,1974.09.01-Treveuwe.pdf
1974.09.00,Sep-1974,1974,Unprovoked,USA,Oregon,Surfing,N,"White shark, 4.5 m ",1974.09.00-Brown_Collier.pdf
1974.08.23,23-Aug-1974,1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,N,,1974.08.23-FreedomSwimmer.pdf
1974.08.16.c,16-Aug-1974,1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,Y,,1974.08.16.c-Freedom swimmer.pdf
1974.08.16.b,16-Aug-1974,1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,N,,1974.08.16.b-Ming.pdf
1974.08.16.a,16-Aug-1974,1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,N,,1974.08.16.a-Ping.pdf
1974.08.10,10-Aug-1974,1974,Unprovoked,CROATIA, Split-Dalmatia County,,Y,"White shark, 5 m [16.5'] ",1974.08.10-Schneider.pdf
1974.08.05,05-Aug-1974,1974,Unprovoked,USA,California,Surfing,N,"White shark, 5 m ",1974.08.05-Sanders_Collier.pdf
1974.07.26,26-Jul-1974,1974,Unprovoked,USA,California,Free diving for abalone (submerged),N,"White shark, 5.5 m [18'] ",1974.07.26-Kehl_Collier.pdf
1974.07.20,20-Jul-1974,1974,Unprovoked,USA,Georgia,Swimming,Y,small sharks',1974.07.20-Carter.pdf
1974.07.02,02-Jul-1974,1974,Sea Disaster,USA,Florida ,Adrift after the sinking of the motor yacht Princess Dianne,Y,3.7 m [12'] sharks,1974.07.02-BillyHorne.pdf
1974.06.20,20-Jun-1974,1974,Unprovoked,USA,Florida,Swimming,N,,1974.06.20-Heaton.pdf
1974.05.26,26-May-1974,1974,Unprovoked,USA,California,Free diving (but on surface),N,"White shark, 5 m [16.5']",1974.05.26-Hancock_Collier.pdf
1974.04.25.R,Reported 25-Apr-1974,1974,Sea Disaster,BRAZIL,,Fishing boat swamped in a storm,Y,,1974.04.25.R-Brazil.pdf
1974.04.20,20-Apr-1974,1974,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,N,"Raggedtooth shark, 1.5 m [5'] ",1974.04.20-Hartman.pdf
1974.04.14,14-Apr-1974,1974,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,N,,1974.04.14-Parkin.pdf
1974.04.12,12-Apr-1974,1974,Unprovoked,USA,Florida,Swimming,N,,1974.04.12-Alexander.pdf
1974.04.04,04-Apr-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,N,Juvenile dusky shark,1974.04.04-Baker.pdf
1974.03.21,21-Mar-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,N,1.8 m [6'] shark,1974.03.21-Gurr.pdf
1974.03.00,Mar-1974,1974,Boat,SOUTH AFRICA,Western Cape Province,Fishing for kob,N,White shark,1974.03.00-Schoeman.pdf
1974.02.13.b,13-Feb-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,,1974.02.13.b-Kendrick.pdf
1974.02.13.a,13-Feb-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,,1974.02.13.a-Kool.pdf
1974.02.00.b,Feb-1974,1974,Boat,SOUTH AFRICA,Western Cape Province,Fishing for red fish,N,5 m white shark,1974.02.00.b-Schoeman.pdf
1974.02.00.a,Early Feb-1974,1974,Boat,SOUTH AFRICA,Western Cape Province,Fishing for kob,N,White shark,1974.02.00.a-Schoeman.pdf
1974.01.13,13-Jan-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting,N,"Raggedtooth shark, 1 m ",1974.01.13-Viljoen.pdf
1974.01.09,09-Jan-1974,1974,Unprovoked,AUSTRALIA,South Australia,Diving for abalone,Y,White shark,1974.01.09-Manuel.pdf
1974.01.07.c,07-Jan-1974,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,2 m to 2.5 m [6.75'  to 8.25'] shark,1974.01.07.c-Pyper.pdf
1974.01.07.b,07-Jan-1974,1974,Unprovoked,MOZAMBIQUE,Gaza,Swimming,Y,,1974.01.07.b-Oaulkurt-Pape.pdf
1974.01.07.a,07-Jan-1974,1974,Unprovoked,MOZAMBIQUE,Gaza,Swimming,Y,,1974.01.07.a-Xai-Xai.pdf
1974.00.00.b,Summer 1974,1974,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,N,"Bronze whaler shark, 4' ",1974.00.00.b-Tunbridge.pdf
1974.00.00.a,1974,1974,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,,Y,,1974.00.00.a-2Tourists.pdf
1973.12.25,25-Dec-1973,1973,Unprovoked,MOZAMBIQUE,Gaza,Spearfishing,N,,1973.12.25-Weissig.pdf
1973.12.21.b,21-Dec-1973,1973,Unprovoked,MOZAMBIQUE,Gaza,Swimming ,Y,,1973.12.21-Reiner.pdf
1973.12.19.R,Reported 18-Dec-1973,1973,Unprovoked,PHILIPPINES,Luzon,Swimming,Y,,1973.12.19.R-Arney.pdf
1973.12.18,18-Dec-1973,1973,Unprovoked,USA,Hawaii,Swimming,N,,1973.12.18-Floyd.pdf
1973.12.00,Dec-1973,1973,Unprovoked,MEXICO,Guerrero,Swimming alongside yacht Mexico Fiesta,Y,,1973.12.00-MexicanFiesta.pdf
1973.11.25,25-Nov-1973,1973,Unprovoked,AUSTRALIA,Western Australia,,N,,1973.11.25-Copley.pdf
1973.11.24,24-Nov-1973,1973,Unprovoked,USA,Florida,Surfing,N,,1973.11.24-Trout.pdf
1973.11.03,03-Nov-1973,1973,Unprovoked,AUSTRALIA,Queensland,,N,,1973.11.03-SolomonIslander.pdf
1973.09.29,29-Sep-1973,1973,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,Y,,1973.09.29-AlanS.pdf
1973.09.14,14-Sep-1973,1973,Unprovoked,BAHAMAS,Grand Bahama Island,"Free diving, Spearfishing",N,7' to 8' bull shark,1973.09.14-Schlusemeyer.pdf
1973.09.10.R,Reported 10-Sep-1973,1973,Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,Y,,1973.09.10.R-Tsang.pdf
1973.09.09,09-Sep-1973,1973,Unprovoked,MEXICO,Baja California,"Free diving, Spearfishing",Y,White shark,1973.09.09-Schneppershoff.pdf
1973.09.00,Sep-1973,1973,Unprovoked,EGYPT,Red Sea,,N,Tiger shark,1973.09.00-Soldier.pdf
1973.08.27,27-Aug-1973,1973,Unprovoked,AUSTRALIA,Queensland,,UNKNOWN,,1973.08.27-Cole.pdf
1973.08.25,25-Aug-1973,1973,Unprovoked,AUSTRALIA,Queensland,Surfing,N,12' shark,1973.08.25-Lawler.pdf
1973.08.16,16-Aug-1973,1973,Unprovoked,USA,Virginia,Crabbing (spearing crabs),N,1.5 m to 1.8 m [5' to 6']  blacktip shark,1973.08.16-DeFord.pdf
1973.06.13,13-Jun-1973,1973,Unprovoked,HONG KONG,,Freedom Swimming,N,,1973.06.13-HongKong.pdf
1973.04.04,04-Apr-1973,1973,Unprovoked,MEXICO,Guerrero,Wading,Y,,1973.04.04-Nicolls.pdf
1973.03.26,26-Mar-1973,1973,Unprovoked,AUSTRALIA,Queensland,,N,,1973.03.26-Baddock.pdf
1973.03.05,05-Mar-1973,1973,Unprovoked,MOZAMBIQUE,Gaza,Spearfishing,Y,,1973.03.05-Lamb.pdf
1973.03.00,Mar-1973,1973,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,N,"2 m shark, possibly a dusky or blacktip shark",1973.03.00-Cole.pdf
1973.02.27,27-Feb-1973,1973,Unprovoked,MEXICO,Guerrero,Swimming,Y,,1973.02.27-Ephraim.pdf
1973.01.21,21-Jan-1973,1973,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing from paddleski,N,1 m shark,1973.01.21-Thackwray.pdf
1973.01.09,09-Jan-1973,1973,Unprovoked,USA,Hawaii,Surfing,N,1.2 m to 1.8 m [4' to 6'] shark observed in area,1973.01.09-Sterling.pdf
1973.00.00.c,1973,1973,Unprovoked,PALAU,Aulong Island,Scuba diving (submerged),N,Tiger shark,1973.00.00.c-Warner.pdf
1973.00.00.b,1973,1973,Unprovoked,PALAU,Western Caroline Islands,Scuba diving & U/W photography,N,Grey reef shark,1973.00.00.b-Curstinger.pdf
1973.00.00.a,1973,1973,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,N,,1973.00.00.a-Harmer.pdf
1972.12.31,31-Dec-1972,1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,N,,1972.12.31-Lubbe.pdf
1972.12.26,26-Dec-1972,1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming,N,2 m to 3 m shark,1972.12.26-Pfosse.pdf
1972.12.25,25-Dec-1972,1972,Unprovoked,MEXICO,Guerrero,Body surfing,Y,,1972.12.25-Sockoff.pdf
1972.12.24,24-Dec-1972,1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,N,"White shark, > 3 m [10']",1972.12.24-Brink.pdf
1972.12.22,21-Dec-1972,1972,Unprovoked,AUSTRALIA,Queensland,,N,,1972.12.22-Worman.pdf
1972.12.08,08-Dec-1972,1972,Provoked,AUSTRALIA,New South Wales,,N,,1972.12.08-Bartlett.pdf
1972.12.01,01-Dec-1972,1972,Unprovoked,REUNION,Saint-Philippe,Spearfishing,Y,,1972.12.01-Reunion.pdf
1972.10.22,21-Oct-1972,1972,Unprovoked,AUSTRALIA,Queensland,Spearfishing,N,,1972.10.22-Hargreaves.pdf
1972.10.21,21-Oct-1972,1972,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,"Bronze whaler shark, 10' ",1972.10.21-Cooper.pdf
1972.10.14.b,14-Oct-1972,1972,Unprovoked,USA,US Virgin Islands,Scuba diving,Y,Oceanic whitetip shark x 2,1972.10.14.b-Temple.pdf
1972.10.14.a,14-Oct-1972,1972,Unprovoked,USA,Florida,Surfing,N,,1972.10.14.a-Hiles.pdf
1972.10.10.R,Reported 10-Oct-1972,1972,Unprovoked,NEW ZEALAND,North Island,Swimming,N,,1972.10.10.R-Kumara.pdf
1972.09.09,09-Sep-1972,1972,Unprovoked,USA,California,Surfing,N,"White shark, 6 m [20'] ",1972.09.09-Kretschmer_Collier.pdf
1972.09.04,04-Sep-1972,1972,Invalid,MOZAMBIQUE,Maputo Province,Swimming,UNKNOWN,Questionable incident,1972.09.04-Vladislavick.pdf
1972.08.29,29-Aug-1972,1972,Unprovoked,USA,Florida,Surfing,N,,1972.08.29-VanLeer.pdf
1972.08.17,17-Aug-1972,1972,Unprovoked,USA,Hawaii,Spearfishing,N,2.4 m [8'] shark,1972.08.17-Fotherby.pdf
1972.08.08,08-Aug-1972,1972,Unprovoked,AUSTRALIA,Tasmania,Diving for abalone,N,"White shark, 10'",1972.08.08-Johnson.pdf
1972.07.05,05-Jul-1972,1972,Invalid,USA,California,Diving,UNKNOWN,Questionable incident,1972.07.05-NV-California.pdf
1972.06.26.b,Reported 26-Jun-1972,1972,Unprovoked,AUSTRALIA,Queensland,,Y,,1972.06.26.b-Murchison.pdf
1972.06.26.a,Reported 26-Jun-1972,1972,Unprovoked,AUSTRALIA,Queensland,,Y,,1972.06.26.a-Kelly.pdf
1972.06.10,10-Jun-1972,1972,Unprovoked,USA,Florida,Surfing,N,4.5' shark,1972.06.10-Salick.pdf
1972.05.28,28-May-1972,1972,Unprovoked,USA,California,Free diving for abalone,N,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",1972.05.28-Himmrich_Collier.pdf
1972.05.06,06-May-1972,1972,Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,N,1.5 m grey reef shark,1972.05.06-BT.pdf
1972.04.16,16-Apr-1972,1972,Unprovoked,WESTERN SAMOA,Upolu Island,Swimming,Y,Thought to involve a tiger shark,1972.04.16-Banner.pdf
1972.04.01.b,01-Apr-1972,1972,Unprovoked,AUSTRALIA,Queensland,,N,,1972.04.01.b-Kuelsen.pdf
1972.04.01.a,01-Apr-1972,1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming,Y,,1972.04.01.a-Wilson.pdf
1972.03.21,21-Mar-1972,1972,Provoked,PACIFIC OCEAN ,,Fishing,N,,1972.03.21-Fairfax.pdf
1972.03.16,16-Mar-1972,1972,Unprovoked,USA,Hawaii,Spearfishing,N,,1972.03.16-Gomes.pdf
1972.02.20,20-Feb-1972,1972,Unprovoked,AUSTRALIA,Victoria,Surfing,N,7' shark,1972.02.20-Rogers.pdf
1972.02.12,12-Feb-1972,1972,Unprovoked,AUSTRALIA,Tasmania,,N,,1972.02.12-Trayling.pdf
1972.01.01.c,01-Jan-1972,1972,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,Y,,1972.01.01.c-Nkomo.pdf
1972.01.01.b,01-Jan-1971,1972,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting in shallows,N,Zambesi shark,1972.01.01.b-Pelser.pdf
1972.01.01.a,01-Jan-1971,1972,Unprovoked,MOZAMBIQUE,Gaza,Standing,N,"White shark, 2.5 m [8.25'] ",1972.01.01.a-Richard.pdf
1972.00.00.b,1972,1972,Unprovoked,FRANCE,Antibes,Swimming,N,White shark,1972.00.00.b-Antibes.pdf
1972.00.00.a,1972,1972,Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,"Free diving, collecting shells",N,1.8 m [6'] grey reef shark,1972.00.00.a-Titchenal.pdf
1971.12.23,23-Dec-1971,1971,Unprovoked,AUSTRALIA,New South Wales,,N,,1971.12.23-Byron.pdf
1971.12.16,16-Dec-1971,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,N,"White shark, 3 m [10']rk",1971.12.16-Teague.pdf
1971.12.05,05-Dec-1971,1971,Unprovoked,AUSTRALIA,Queensland,,Y,,1971.12.05-Carroll.pdf
1971.11.27,Reported 25-Nov-1971,1971,Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,N,,1971.11.27-Tracy.pdf
1971.11.25.R,27-Oct-1971,1971,Provoked,AUSTRALIA,New South Wales,,N,,1971.11.25.R-Chan.pdf
1971.10.23,23-Oct-1971,1971,Unprovoked,USA,Florida,Surfing,N,5' to 6' shark,1971.10.23-Milford.pdf
1971.10.14,14-Oct-1971,1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,1.5 m to 2 m shark,1971.10.14-Bayer.pdf
1971.10.02,02-Oct-1971,1971,Unprovoked,USA,California,Scuba diving,N,"White shark, 5 m to 6 m [16.5' to 20']  ",1971.10.02-Ward_Collier.pdf
1971.09.25,25-Sep-1971,1971,Unprovoked,USA,North Carolina,Surfing,N,,1971.09.25-Horner.pdf
1971.09.07,07-Sep-1971,1971,Unprovoked,CROATIA,Istria County,Swimming,Y,White shark,1971.09.07-Klepa.pdf
1971.09.05,05-Sep-1971,1971,Unprovoked,AUSTRALIA,South Australia,Fishing,Y,,1971.09.05-Harris.pdf
1971.08.21,21-Aug-1971,1971,Provoked,AUSTRALIA,New South Wales,Scuba diving & feeding fish,N,"Grey nurse shark, 11'",1971.08.21-Allman.pdf
1971.07.26,26-Jul-1971,1971,Unprovoked,USA,Florida,Wading,N,,1971.07.26-Prather.pdf
1971.07.19,19-Jul-1971,1971,Unprovoked,USA,California,Hookah diving (submerged),N,"White shark, 5.5 m to 6 m [18' to 20'] ",1971.07.19-Gray_Collier.pdf
1971.06.30,30-Jun-1971,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",1971.06.30-Scheltema.pdf
1971.06.01,01-Jun-1971,1971,Unprovoked,BRITISH ISLES,South Devon,Scuba diving,N,3.6 m  porbeagle shark,1971.06.01-Johnson.pdf
1971.04.16R,Reported 16-Apr-1971,1971,Unprovoked,KENYA,Coast Province,Swimming,N,"2 m [6'9""] shark",1971.04.16-Watamu.pdf
1971.04.11,11-Apr-1971,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Y,White shark according to tooth pattern and witnesses,1971.04.11-TheoKlein.pdf
1971.04.06,6-Apr-1971,1971,Unprovoked,MEXICO,Guerrero,Surfing,Y,,1971.04.06-Rowe.pdf
1971.04.05.b,5-Apr-1971,1971,Unprovoked,VENEZUELA,,,Y,,1971.04.05.b-NV-A-Mayora.pdf
1971.04.05.a,5-Apr-1971,1971,Unprovoked,VENEZUELA,,,Y,,1971.04.05.a-NV-T-Mayora.pdf
1971.04.00,Late Apr-1971,1971,Sea Disaster,MOZAMBIQUE,Between Beira & Maputo,Wreck of the 1689-ton Portuguese  coaster Angoche,Y,,1971.04.00-Angoche.pdf
1971.03.30,30-Mar-1971,1971,Unprovoked,NEW ZEALAND,South Island,Surfing,N,"White shark, 4.6 m [15'] ",1971.03.30-Watkins.pdf
1971.01.02,02-Jan-1971,1971,Unprovoked,AUSTRALIA,Tasmania,Swimming,N,,1971.01.02-Painter.pdf
1971.00.00.c,1971,1971,Unprovoked,AUSTRALIA,South Australia,Surfing,N,White shark,1971.00.00.c-Franklin.pdf
1971.00.00.b,1971,1971,Unprovoked,IRAN,Khuzestan Province,,N,,1971.00.00.b-Nagib.pdf
1971.00.00.a,1971,1971,Unprovoked,IRAN,Khuzestan Province,,N,,1971.00.00.a-Kalantar.pdf
1970.12.17,17-Dec-1970,1970,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,Y,,1970.12.17-Litura.pdf
1970.12.13,13-Dec-1970,1970,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,Y,,1970.12.13-BlackMale-Mozambique.pdf
1970.12.07,07-Dec-1970,1970,Unprovoked,MICRONESIA,Namonuito Atoll,Fishing,N,1.8 m shark,1970.12.07-Kapriel.pdf
1970.12.03,03-Dec-1970,1970,Sea Disaster,USA,Hawaii,Shipwreck,N,,1970.12.03-Leopold.pdf
1970.11.00,Nov-1970,1970,Unprovoked,,,,N,,1970.11.00-NV-Plotsky.pdf
1970.10.24,24-Oct-1970,1970,Unprovoked,USA,Hawaii,Body surfing,N,,1970.10.24-Mattan.pdf
1970.10.00,Oct-1970,1970,Unprovoked,USA,Florida,Surfing,N,,1970.10.00-Baker.pdf
1970.09.28,28-Sep-1970,1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Diving,N,1.8 to 2 m C. albimarginatus,1970.09.28-Urumai.pdf
1970.09.13,13-Sep-1970,1970,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Spearfishing,N,1 m shark,1970.09.13-Samsel.pdf
1970.09.05,05-Sep-1970,1970,Unprovoked,USA,Florida,Floating on a raft,N,,1970.09.05-Hodgson.pdf
1970.09.02,02-Sep-1970,1970,Provoked,AUSTRALIA,New South Wales,,N,,1970.09.02-Cook.pdf
1970.09.00.c,Sep-1970,1970,Unprovoked,USA,South Carolina,Swimming,N,"""Dog shark""",1970.09.00.c-Kirakas.pdf
1970.09.00.a,Sep-1970,1970,Unprovoked,USA,Florida,Scuba diving,N,,1970.09.00.a-NV-male.pdf
1970.08.02,02-Aug-1970,1970,Invalid,,Caribbean Sea,Sea Disaster Sinking of ferryboat Christina,UNKNOWN,Shark involvement prior to death was not confirmed,1970.08.02-Christina-ferryboat.pdf
1970.07.05,5-Jul-1970,1970,Unprovoked,,,,N,Mako shark,1970.07.05-NV-male.pdf
1970.06.22,22-Jun-1970,1970,Provoked,USA,Florida,Fishing,N,7.5' shark,1970.06.22-Faulkner.pdf
1970.06.15,15-Jun-1970,1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,N,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",1970.06.15-Govindsamy.pdf
1970.06.13.b,13-Jun-1970,1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,Y,,1970.06.13.b-LincolnJohn.pdf
1970.06.13.a,13-Jun-1970,1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,Y,,1970.06.13.a-AlpheusJohn.pdf
1970.06.00,Jun-1970,1970,Sea Disaster,PHILIPPINES,200 nm southeast of Manila,Motor launch Baby Princesa capsized with 22 people on board,Y,,1970.06.00-Philippines.pdf
1970.04.04,4-Apr-1970,1970,Unprovoked,GRENADA,St. Andrew Parish,Swimming,Y,,1970.04.04-Daily.pdf
1970.04.00.b,Apr-1970,1970,Provoked,,,Freediving,N,Wobbegong shark ,1970.04.00.b-NV-Jarvis.pdf
1970.04.00.a,Apr-1970,1970,Unprovoked,SOLOMON ISLANDS,,Swimming,UNKNOWN,Wobbegong shark,1970.04.00.a-NV-Vota.pdf
1970.03.31,31-Mar-1970,1970,Invalid,USA,Hawaii,Body surfing,UNKNOWN,Shark involvement prior to death was not confirmed,1970.03.31-Reathaford.pdf
1970.03.23,23-Mar-1970,1970,Unprovoked,USA,Florida,Wading,N,,1970.03.23-Fetterman.pdf
1970.02.05,5-Feb-1970,1970,Unprovoked,,,Wading,N,Carpet shark,1970.02.05-NV-Irvine.pdf
1970.01.23.d,23-Jan-1970,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,N,,1970.01.23.d-Soto.pdf
1970.01.23.c,23-Jan-1970,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,N,Zambesi shark,1970.01.23.c-Tivane.pdf
1970.01.23.b,23-Jan-1970,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,N,Zambesi shark,1970.01.23.b-Mogadura.pdf
1970.01.23.a,23-Jan-1970,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,N,Zambesi shark,1970.01.23.a-Mobunda.pdf
1970.01.16,    16-Jan-1970,1970,Sea Disaster,EGYPT,Red Sea,Air disaster,Y,,1970.01.16-IsraeliPilot.pdf
1970.01.10,10-Jan-1970,1970,Unprovoked,MEXICO,Guerrero,Swimming,N,,1970.01.10-Kardell.pdf
1970.01.09.R,Reported 09-Jan-1970,1970,Unprovoked,ENGLAND,Devon,Attempted to return injured shark to the sea,N,8' blue shark,1970.01.09.R-England.pdf
1970.01.00, Jan-1970,1970,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Freediving,N,,1970.01.00-NV-Mosley.pdf
1970.00.00.h,1970s,1970,Unprovoked,SRI LANKA,Western Province,Spearfishing / freediving,N,,1970.00.00.h-Wickremaratne.pdf
1970.00.00.g,Late 1970s,1970,Unprovoked,SPAIN,Canary Islands,Spearfishing,N,Blue shark,1970.00.00.g-Tenerife.pdf
1970.00.00.f,Ca. 1970,1970,Boat,ITALY,Sardinia,Fishing on a boat,N,White shark,1970.00.00.f-Sardinia.pdf
1970.00.00.e,1970,1970,Unprovoked,CROATIA,Zadar County,Spearfishing,UNKNOWN,White shark,1970.00.00.e-Jurincic.pdf
1970.00.00.d,1970s,1970,Unprovoked,IRAQ,Basrah,Washing cooking pans,N,,1970.00.00.d-Shatt-al-Arab.pdf
1970.00.00.c,1970s,1970,Unprovoked,IRAQ,Basrah,Washing clothes on stairs,N,,1970.00.00.c-Abu-a-Khasib.pdf
1970.00.00.b,1970s,1970,Unprovoked,IRAQ,Basrah,Swimming,Y,,1970.00.00.b-Shatt-al-Arab.pdf
1970.00.00.a,1970s,1970,Unprovoked,IRAQ,Basrah,"Fishing, trying to catch the end of his fishing line",N,,1970.00.00.a-Shatt-al-Arab.pdf
1969.11.30,30-Nov-1969,1969,Unprovoked,AUSTRALIA,Western Australia,Swimming,N,,1969.11.30-Cartwright.pdf
1969.11.11,11-Nov-1969,1969,Unprovoked,USA,Hawaii,Scuba diving for lobsters,N,>2.4 m [8'] shark,1969.11.11-McGinnis.pdf
1969.11.05,05-Nov-1969,1969,Provoked,AUSTRALIA,New South Wales,,N,,1969.11.05-Robson.pdf
1969.10.14,14-Oct-1969,1969,Unprovoked,USA,Hawaii,Diving,N,Oceanic whitetip shark,1969.10.14-NV-Hegeman.pdf
1969.09.06,06-Sep-1969,1969,Unprovoked,USA,California,Free diving for abalone,N,"White shark, 4.3 m 4.9 m [14' to 16'] ",1969.09.06-DonaldJoslin_Collier.pdf
1969.08.29,29-Aug-1969,1969,Unprovoked,USA,Florida,Floating on his back,N,,1969.08.29-Barnes.pdf
1969.08.22,22-Aug-1969,1969,Provoked,USA,Massachusetts,Fishing,N,,1969.08.22-Eleniefsky.pdf
1969.08.02,02-Aug-1969,1969,Unprovoked,USA,Florida,Surfing,N,,1969.08.02-Wilson.pdf
1969.08.01,02-Aug-1969,1969,Unprovoked,USA,Florida,Body surfing,N,4' shark,1969.08.01-Wamser.pdf
1969.08.00,Aug-1969,1969,Unprovoked,,,,N,,1969.08.00-NV-Hughes.pdf
1969.07.27,27-Jul-1969,1969,Provoked,ENGLAND,,,N,,1969.07.27-NV-Brown.pdf
1969.07.22,22-Jul-1969,1969,Provoked,USA,Florida,,N,Nurse shark,1969.07.22-NV-Griffin.pdf
1969.07.20,20-Jul-1969,1969,Unprovoked,USA,California,Freediving for abalone (at surface),N,"White shark, 5 m [16.5'] ",1969.07.20-Colby_Collier.pdf
1969.06.27,27-Jun-1969,1969,Unprovoked,USA,Florida,Wading,UNKNOWN,,1969.06.27-NV-Benham.pdf
1969.06.12,12-Jun-1969,1969,Unprovoked,JAMAICA,Clarendon,Diving,N,,1969.06.12-Washington.pdf
1969.06.00,Jun-1969,1969,Unprovoked,USA,Florida,Wading,N,,1969.06.00-NV-Holmes.pdf
1969.05.25,25-May-1969,1969,Provoked,USA,Texas,Surf-fishing,N,2' to 3' shark,1969.05.25-Barnett.pdf
1969.05.24,24-May-1969,1969,Provoked,USA,Florida,Diving,N,Nurse shark,1969.05.24-NV-Martel.pdf
1969.05.22,22-May-1969,1969,Unprovoked,DOMINICAN REPUBLIC,,Surfing,UNKNOWN,,1969.05.22-NV-Kuchn.pdf
1969.05.14,14-May-1969,1969,Unprovoked,AUSTRALIA,Queensland,,N,,1969.05.14-Gillies.pdf
1969.04.22,22-Apr-1969,1969,Invalid,AUSTRALIA,New South Wales,Netting pilchards,UNKNOWN,"Considered a ""Doubtful"" incident",1969.04.22-Anderson.pdf
